"","Q1...Answer....hs.al.sk....Ukrainaa.on.tuettava.sodassa.ja.jälleenrakennuksessa.kustannuksista.huolimatta.","Q2...Answer....hs....Suomen.on.käytettävä.puolustukseen.rahaa.vähintään.Naton.tavoitteen.verran.","Q3...Answer....hs....Peruskoulussa.pitää.rajoittaa.lailla.oppilaiden.määrää.yhtä.opettajaa.kohden..vaikka.se.tarkoittaisi.säästöjä.muualta..veronkorotuksia.tai.lisää.velkaa.","Q4...Answer....hs.al.sk....Suomeen.on.perustettava.huumeiden.käyttöhuoneita.","Q5...Answer....hs....Valtion.on.annettava.suunniteltua.enemmän.rahaa.sosiaali..ja.terveydenhuoltoon..vaikka.se.tarkoittaisi.säästöjä.muualta..veronkorotuksia.tai.lisää.velkaa.","Q6...Answer....hs.al.sk....Nuorisorikollisuutta.on.pyrittävä.kitkemään.ensisijaisesti.muilla.keinoilla.kuin.rangaistuksia.koventamalla.","Q7...Answer....hs.al.sk....Työttömiä.pitää.saada.nykyistä.enemmän.töihin.heikentämällä.ansiosidonnaista.työttömyysturvaa.","Q8...Answer....hs.al.sk....Suomeen.on.houkuteltava.aktiivisemmin.ulkomaisia.työntekijöitä.","Q9...Answer....hs.al.sk....Valtion.velkaantumista.tulee.hillitä..vaikka.se.merkitsisi.leikkauksia.etuuksiin.tai.palveluihin.","Q10...Answer....hs....Palkkojen.verotusta.pitää.alentaa..vaikka.se.johtaisi.palveluiden.leikkauksiin..muun.verotuksen.kiristämiseen.tai.velan.kasvuun.","Q11...Answer....hs....Valtion.pitää.tukea.enemmän.kansalaisia..jotka.kärsivät.energian.hinnan.noususta..vaikka.se.kiihdyttäisi.inflaatiota.tai.heikentäisi.valtion.taloutta.","Q12...Answer....hs.al.sk....Hakkuita.pitää.vähentää.valtion.metsissä.luontokadon.ja.ilmastonmuutoksen.torjumiseksi.","Q13...Answer....hs.al.sk....Suomen.on.lykättävä.hiilineutraaliustavoitettaan.kauemmaksi.vuodesta.2035.","Q14...Answer....hs....Helsingissä.ja.muissa.suurissa.kaupungeissa.on.otettava.käyttöön.ruuhkamaksu.","Q15...Answer....hs.al.sk....Turkistarhaus.on.kiellettävä.Suomessa.","Q16...Answer....hs.al.sk....Jos.on.pakko.valita..on.parempi.korottaa.veroja.kuin.leikata.julkisia.palveluita.ja.sosiaalietuuksia","Q17...Answer....hs.al.sk....Suuret.tuloerot.ovat.hyväksyttäviä..jotta.erot.ihmisten.lahjakkuudessa.ja.ahkeruudessa.voidaan.palkita.","Q18...Answer....hs....Valtion.pitäisi.puuttua.nykyistä.voimakkaammin.markkinoiden.toimintaan..jotta.talous.olisi.kaikille.reilu..","Q19...Answer....hs.al.sk....Suomessa.on.liian.helppo.elää.sosiaaliturvan.varassa.","Q20...Answer....hs.al.sk....Valtion.ja.kuntien.omistusta.yritystoiminnassa.tulisi.vähentää.","Q21...Answer....hs.al.sk....Suomen.muuttuminen.aiempaa.monikulttuurisemmaksi.ja.monimuotoisemmaksi.on.hyvä.asia.","Q22...Answer....hs.al.sk....Kristilliset.arvot.ovat.hyvä.pohja.poliittiselle.päätöksenteolle.","Q23...Answer....hs....Sukupuolen.moninaisuus.pitäisi.ottaa.huomioon.Suomessa.nykyistä.paremmin.","Q24...Answer....hs.al.sk....Selkeitä.rajoja.ja.kuria.tarvitaan.nykyistä.enemmän.lasten.kasvattamisessa.","Q25...Answer....hs.al.sk....Suomen.pitäisi.vähentää.omia.päästöjään.riippumatta.siitä..mitä.muut.maat.tekevät.","Q26...Answer....hs.al.sk....Poliitikkojen.on.asetettava.Suomen.ja.suomalaisten.etu.kaiken.muun.edelle.","Q27...Answer....hs.al.sk....Ympäristön.etu.tulisi.asettaa.talouskasvun.ja.työpaikkojen.luomisen.edelle..jos.ne.ovat.keskenään.ristiriidassa.","Q28...Answer....hs....Maamme.kaipaa.vahvoja.johtajia..jotka.pystyvät.tekemään.vaikeitakin.päätöksiä.välittämättä.liikaa.muiden.mielipiteistä.","Q29...Answer....hs....Koko.Suomi.tulee.pitää.asutettuna..vaikka.siitä.koituisi.kustannuksia.","Q30...Answer....hs.al.sk....Suomen.kaupungistuminen.on.hyvä.asia."
"720",5,4,5,5,5,5,1,4,3,2,2,5,1,5,5,4,2,4,2,2,4,3,5,2,5,3,5,3,1,3
"721",4,5,2,4,4,4,1,5,3,2,4,4,1,2,5,4,2,4,2,2,5,2,5,2,4,2,4,2,2,4
"722",5,2,5,5,5,5,1,5,1,1,4,5,1,5,5,5,1,5,1,1,5,1,5,1,5,2,5,1,2,5
"723",2,3,4,2,4,5,2,4,4,4,5,5,2,4,5,2,4,2,5,4,4,4,4,4,4,5,4,2,2,2
"724",4,4,4,4,4,4,1,4,2,2,3,4,2,3,5,4,1,3,2,3,5,4,4,2,4,3,3,3,4,2
"725",2,2,4,1,4,2,3,2,2,3,2,2,4,1,3,3,2,4,2,4,1,5,1,4,2,5,2,5,4,1
"726",5,4,5,5,5,5,1,4,2,1,1,5,1,5,5,5,1,4,1,1,5,1,5,3,5,3,5,1,1,5
"727",2,1,2,1,3,5,2,3,2,3,3,2,5,3,NA,3,5,3,5,5,4,4,2,5,1,5,3,3,5,1
"728",5,4,3,5,4,5,3,5,3,4,4,5,1,3,5,3,2,3,2,3,4,2,4,3,5,2,4,1,4,2
"729",5,4,4,4,4,4,2,4,4,3,4,3,2,2,4,4,2,4,2,3,4,2,4,4,4,3,3,3,2,5
"730",2,4,3,1,4,3,2,2,4,3,5,3,4,2,2,3,3,5,2,2,1,5,1,5,3,5,4,4,4,3
"731",4,5,4,3,4,4,4,4,5,4,2,3,4,1,3,1,4,2,4,2,4,3,2,3,4,4,3,4,4,2
"732",5,4,4,4,4,4,2,5,2,2,4,3,2,3,4,4,2,2,2,2,4,2,4,2,3,3,4,2,2,4
"733",4,4,4,1,2,2,4,2,4,4,4,2,5,1,2,2,4,4,4,2,2,4,1,4,2,4,2,4,4,2
"734",4,2,5,5,5,5,1,4,1,1,4,5,1,5,5,5,1,5,1,1,5,1,5,3,5,1,5,1,4,4
"735",5,5,3,1,3,3,4,5,5,4,3,5,5,1,3,4,5,4,5,3,2,1,1,5,2,5,2,4,2,4
"736",4,4,5,1,5,4,5,4,2,4,2,4,2,4,2,2,5,2,4,2,4,1,3,4,4,4,2,4,5,2
"737",5,5,4,2,2,4,4,4,5,4,3,3,3,2,3,2,4,1,4,4,3,5,3,3,3,3,3,3,3,5
"738",5,5,2,4,4,4,4,5,5,4,2,2,2,2,5,1,4,2,4,4,5,3,4,4,4,5,4,4,4,5
"739",5,3,5,3,3,3,4,4,4,3,3,3,3,3,5,3,4,2,4,3,2,5,1,4,3,5,2,4,3,3
"740",4,4,4,5,5,5,2,5,2,2,2,5,1,5,5,4,2,4,2,3,4,4,4,2,5,2,5,2,4,4
"741",4,5,1,1,5,2,4,1,5,5,2,1,5,1,5,1,5,1,5,4,1,5,1,5,4,5,1,5,5,1
"742",4,5,4,2,2,5,4,5,5,3,2,4,2,1,1,1,5,1,4,2,5,4,4,4,4,3,2,5,4,3
"743",5,5,4,5,4,5,3,5,4,3,2,5,1,2,2,4,4,1,1,1,5,3,4,2,4,2,3,4,2,5
"744",4,4,2,1,3,4,4,5,4,2,2,1,4,2,1,2,3,2,4,2,4,5,2,4,2,4,3,2,4,3
"745",3,NA,4,1,5,5,4,2,5,4,NA,NA,NA,1,5,4,3,NA,2,NA,3,3,1,2,2,5,3,4,4,2
"746",4,4,4,2,4,4,4,5,5,3,2,2,4,4,3,2,5,1,1,5,4,4,2,5,2,5,1,5,4,2
"747",3,5,4,1,2,2,4,4,5,5,2,1,5,4,2,2,5,1,4,4,2,5,2,4,1,4,2,5,2,4
"748",4,2,5,5,4,5,2,4,2,1,4,5,1,5,5,5,1,4,1,2,5,2,5,2,5,2,5,1,4,2
"749",4,5,4,4,5,4,2,4,5,4,2,2,2,2,5,2,4,1,4,4,2,5,3,4,4,5,1,4,4,3
"750",4,4,5,5,5,5,1,5,1,4,5,5,1,5,5,5,1,4,1,1,5,3,5,2,5,4,5,2,4,4
"751",5,5,5,5,4,5,1,5,2,1,5,4,2,4,5,5,2,2,1,2,5,2,5,3,5,4,3,2,4,3
"752",4,4,3,1,2,2,3,2,4,2,4,2,5,1,2,2,3,4,4,3,2,5,1,4,1,4,1,4,4,1
"753",4,1,5,5,5,5,1,4,2,1,4,5,1,2,5,5,1,4,1,1,3,1,5,1,5,1,5,1,1,3
"754",2,1,5,1,1,5,4,1,5,4,2,2,5,1,5,3,4,1,4,5,2,1,1,2,1,5,4,5,4,2
"755",4,5,4,4,2,2,4,5,5,5,4,2,3,1,4,1,5,2,5,4,4,1,3,5,4,4,3,5,4,4
"756",5,4,5,4,5,5,1,5,2,2,4,4,1,4,5,5,1,4,1,2,5,1,5,1,5,4,4,2,2,4
"757",4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,3,4,3,3,3,2
"758",5,5,2,5,2,5,4,5,4,4,4,5,1,5,5,2,4,1,4,4,5,2,5,3,5,2,5,1,2,5
"759",4,5,4,4,4,2,5,5,5,4,4,2,3,4,2,3,4,2,5,3,4,2,4,5,4,5,2,4,2,3
"760",4,5,5,1,5,2,4,5,5,4,5,1,5,4,1,1,3,2,3,4,3,5,1,5,2,4,2,1,4,3
"761",5,5,4,4,4,5,4,5,4,4,2,4,2,2,5,2,4,1,4,3,4,4,5,2,4,4,3,1,2,4
"762",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,1
"763",4,4,5,4,5,5,5,5,5,4,4,2,5,5,5,4,4,5,4,1,5,4,4,4,4,5,2,4,4,4
"764",4,4,5,5,5,5,1,4,1,2,4,5,1,4,5,5,1,4,1,2,5,2,5,2,5,2,5,1,4,4
"765",1,5,1,1,5,1,1,1,5,1,1,5,1,4,5,5,5,5,5,1,1,3,1,5,5,5,5,5,4,1
"766",4,4,5,2,5,4,5,4,4,4,2,2,5,4,3,2,5,4,5,5,2,2,2,5,2,4,1,4,4,3
"767",1,1,5,4,5,5,1,1,2,1,5,4,4,5,5,5,1,2,1,1,4,2,5,1,5,5,2,1,4,2
"768",5,3,4,5,5,5,1,4,1,1,4,5,1,5,5,5,1,5,1,1,5,1,5,1,5,1,5,1,2,3
"769",5,5,5,1,1,2,4,4,5,5,4,1,5,1,3,1,4,1,4,5,2,4,2,5,4,5,2,4,2,4
"770",4,4,3,2,2,4,3,4,4,4,5,2,4,4,3,2,4,2,4,4,4,4,2,4,3,4,2,4,4,4
"771",5,4,4,4,4,4,2,5,4,3,4,4,1,4,4,4,2,4,2,3,4,1,4,3,4,2,4,2,4,4
"772",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,4,1,5,5,5,5,5,5,1
"773",5,5,4,1,4,1,1,2,5,4,2,2,5,1,2,2,4,2,4,2,1,4,1,5,1,5,2,4,4,3
"774",1,1,2,3,2,4,3,1,2,2,4,4,5,2,4,3,2,3,3,2,2,4,2,4,4,4,4,2,4,2
"775",5,1,5,5,5,5,1,5,2,3,4,5,1,5,5,5,1,5,1,1,5,1,5,1,5,1,5,1,1,5
"776",4,5,4,4,4,4,2,4,4,2,5,2,5,4,2,2,5,2,5,2,2,4,2,5,4,5,2,5,5,1
"777",5,5,5,5,5,2,5,5,5,2,4,1,2,3,2,1,5,2,5,4,2,3,5,5,4,5,2,4,5,2
"778",5,4,2,1,3,3,3,2,3,3,5,1,5,1,1,3,3,3,2,2,1,5,NA,4,2,5,2,3,4,2
"779",5,3,5,5,5,5,1,5,1,1,5,5,1,5,5,5,1,5,1,1,5,1,5,3,5,1,5,1,5,3
"780",5,5,4,4,5,5,1,4,4,1,5,2,4,5,5,5,2,2,2,2,3,2,4,4,2,2,1,4,5,2
"781",5,5,2,4,2,4,5,5,5,5,2,4,2,4,4,1,5,1,2,5,4,1,4,2,5,2,4,1,1,4
"782",5,4,5,5,5,5,1,4,1,2,4,5,1,5,5,5,1,4,1,2,5,2,5,2,5,2,5,1,4,4
"783",5,5,4,2,4,4,2,4,4,2,2,2,4,2,2,2,4,2,4,4,3,4,3,4,2,4,2,4,5,2
"784",4,4,3,1,4,NA,1,5,4,1,NA,NA,NA,1,NA,3,3,2,NA,NA,NA,2,4,3,4,3,3,4,3,2
"785",5,5,4,1,4,4,4,2,4,4,2,2,2,1,1,2,4,2,5,4,2,5,1,5,5,4,4,4,5,2
"786",5,5,2,2,1,4,5,5,5,5,2,1,4,1,1,1,5,2,3,4,2,4,4,4,2,5,2,4,1,4
"787",5,5,5,5,5,5,1,5,1,1,4,4,1,4,5,5,1,2,1,2,5,2,5,1,5,4,5,1,4,4
"788",2,2,4,2,5,4,2,4,4,4,4,4,4,4,5,4,2,2,2,2,4,4,2,2,4,2,4,2,2,4
"789",4,5,5,4,4,5,2,5,1,1,2,3,1,1,5,4,1,2,1,4,2,2,2,3,1,1,2,4,4,3
"790",4,5,4,1,4,4,4,4,4,2,3,2,2,2,2,2,4,2,3,2,4,4,3,3,4,4,4,4,4,2
"791",5,5,4,2,4,4,1,4,4,4,4,4,2,1,5,4,1,2,2,2,4,3,4,2,4,4,4,1,2,5
"792",4,4,4,1,4,4,1,4,2,2,2,4,1,1,5,3,2,4,2,2,4,3,3,4,5,4,4,4,4,4
"793",1,4,2,1,1,1,2,2,5,5,5,1,5,1,2,1,5,1,5,4,1,5,1,5,5,5,2,5,5,1
"794",4,4,4,3,4,4,4,4,4,4,4,2,5,2,4,2,4,2,5,2,4,5,1,4,2,5,2,5,4,3
"795",5,5,4,4,4,5,2,4,3,2,2,4,2,3,5,4,2,3,3,2,4,1,5,5,4,4,3,3,4,3
"796",5,5,4,1,4,2,2,2,4,4,2,1,5,1,1,2,4,1,4,5,2,5,1,4,1,5,3,1,5,4
"797",5,5,5,1,5,4,4,5,5,4,4,1,5,1,1,1,5,2,5,5,2,2,1,5,1,5,1,5,5,2
"798",4,4,4,5,4,4,2,4,2,2,4,4,2,4,2,4,1,4,2,1,4,3,4,2,4,2,4,2,5,2
"799",4,5,5,1,2,1,5,4,5,5,1,1,5,1,1,1,5,1,5,4,1,5,1,5,1,5,1,4,4,1
"800",4,5,5,4,5,2,1,5,4,2,2,1,2,3,4,4,5,NA,4,2,4,4,5,5,2,4,1,5,4,3
"801",4,5,4,2,4,2,4,5,5,5,4,2,5,2,2,1,5,1,4,2,4,5,4,4,5,5,3,4,5,2
"802",5,5,2,5,4,5,1,5,2,2,2,5,1,5,5,4,5,1,1,5,5,1,5,2,5,4,5,2,1,5
"803",5,4,4,1,4,3,3,4,4,2,3,2,4,1,1,4,2,4,4,4,2,5,1,4,4,4,2,2,4,2
"804",5,5,4,4,4,4,4,4,5,4,4,2,4,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"805",4,4,4,4,4,4,3,4,3,4,5,2,4,5,4,4,4,3,4,1,4,3,3,4,3,5,3,4,4,1
"806",5,5,2,5,2,5,5,5,5,4,4,4,1,4,5,1,5,2,2,4,5,2,5,2,5,4,4,4,2,5
"807",4,4,4,3,4,4,3,4,4,2,4,4,2,2,4,3,4,4,2,1,3,4,4,4,4,5,2,4,4,4
"808",5,5,4,5,4,5,4,5,5,4,1,4,1,2,5,2,5,1,4,5,4,1,5,4,5,4,4,4,1,5
"809",4,5,4,1,4,5,5,4,5,4,2,1,4,4,1,1,5,2,4,2,2,4,1,5,4,5,2,5,4,2
"810",3,1,5,5,5,5,1,5,1,2,4,5,2,5,5,5,1,4,1,2,5,1,5,2,5,2,3,2,4,3
"811",5,5,4,2,5,5,2,4,5,2,5,4,2,1,5,4,4,2,2,4,4,2,4,4,5,4,2,2,2,2
"812",4,5,4,4,4,4,4,4,4,4,4,4,1,2,5,2,3,2,3,2,5,2,5,4,5,2,4,2,4,3
"813",4,5,4,5,5,5,2,4,5,4,2,5,1,4,5,1,4,2,2,5,4,1,5,4,5,4,4,4,2,3
"814",4,4,4,5,5,5,4,5,4,4,4,5,2,4,4,4,4,4,1,4,5,1,4,5,5,4,5,5,1,4
"815",4,4,5,4,5,5,1,3,1,4,5,5,1,5,4,5,2,5,1,1,3,3,4,3,5,4,5,2,2,3
"816",5,3,5,5,5,5,1,5,2,2,4,5,1,4,5,5,1,4,1,2,5,1,5,1,5,5,5,1,4,4
"817",2,4,2,3,2,4,4,5,5,2,3,4,2,4,4,2,4,2,4,2,4,3,3,4,4,2,3,4,2,4
"818",5,5,4,4,2,5,5,5,5,5,1,1,2,1,4,1,5,1,5,4,4,4,3,4,2,5,1,5,5,1
"819",4,5,4,4,4,5,4,5,5,4,4,2,2,2,4,2,4,2,4,5,4,3,2,4,5,4,3,4,2,5
"820",5,4,5,5,5,5,1,5,1,1,5,5,1,4,5,5,1,5,1,1,5,1,5,3,5,1,4,1,4,4
"821",4,4,3,2,4,2,4,2,5,4,4,2,5,1,3,2,4,2,5,2,1,4,1,4,2,5,1,5,5,2
"822",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,4,1,5,5,5,5,5,5,1
"823",4,4,5,5,1,2,2,4,2,2,5,2,4,4,4,5,2,4,5,2,4,1,4,4,4,4,4,1,5,2
"824",5,1,5,5,5,5,1,5,1,2,4,5,1,5,5,5,1,5,1,1,5,1,5,3,5,1,5,1,3,4
"825",4,5,5,5,5,5,1,5,1,4,2,5,1,5,5,5,1,4,1,2,5,1,5,1,5,1,5,1,4,4
"826",4,1,5,5,5,5,1,5,1,1,5,5,1,5,5,5,1,5,1,1,5,1,5,1,5,1,5,1,1,5
"827",4,4,4,4,3,5,3,4,3,4,3,4,4,2,4,2,2,2,3,3,4,4,3,3,4,4,4,4,3,4
"828",5,4,2,5,4,4,4,5,5,3,1,5,1,4,5,2,4,1,4,4,5,2,5,2,5,2,5,4,2,5
"829",4,5,4,1,5,2,5,2,5,4,4,1,5,1,1,1,5,2,5,2,2,2,1,4,2,5,2,4,4,2
"830",4,4,4,3,3,4,4,4,4,2,4,2,4,2,2,2,3,4,3,3,4,3,4,4,2,4,3,3,5,3
"831",4,5,5,1,1,4,4,5,5,5,2,3,4,1,5,1,5,2,4,2,5,3,2,4,4,4,2,5,2,5
"832",5,5,4,5,4,5,2,5,5,4,2,4,1,4,5,2,4,1,2,4,5,2,5,1,4,4,4,4,2,4
"833",5,5,2,5,2,4,5,5,4,2,4,4,2,2,4,2,4,3,3,4,3,3,5,4,4,5,3,5,1,4
"834",5,5,4,5,4,5,5,5,5,4,1,3,1,1,2,1,1,1,2,5,5,5,5,5,5,5,4,5,5,3
"835",5,4,5,5,5,5,2,5,2,2,4,4,1,4,5,5,2,4,1,1,5,1,5,4,5,4,5,1,4,2
"836",5,4,2,4,2,5,2,5,5,4,1,2,1,2,4,1,3,2,4,4,4,2,3,4,4,2,2,4,4,2
"837",4,4,4,5,2,5,2,5,4,2,2,5,1,3,5,4,2,4,2,2,5,2,5,2,5,2,5,2,4,4
"838",2,1,5,5,5,5,1,4,1,1,4,5,3,4,5,5,2,5,1,1,5,2,5,1,5,2,4,1,5,1
"839",4,4,4,4,5,4,5,4,5,4,3,2,4,2,3,1,4,4,5,4,2,3,2,5,4,5,2,4,4,3
"840",3,3,4,2,1,4,2,4,4,4,2,1,5,4,2,2,4,1,2,3,2,3,2,4,1,4,3,4,2,3
"841",5,2,5,5,5,5,2,5,2,4,4,5,1,4,5,5,1,3,1,2,5,1,5,2,5,2,5,1,1,4
"842",2,1,4,5,4,5,1,4,1,1,4,5,1,5,5,5,1,5,1,1,5,1,5,1,5,1,5,1,4,3
"843",5,4,4,4,5,4,1,5,2,1,4,4,2,4,4,5,1,4,2,1,5,1,3,4,4,2,2,2,5,2
"844",4,5,4,3,4,5,4,4,4,4,4,2,3,2,1,4,2,4,4,2,3,4,3,4,3,4,3,2,5,2
"845",5,5,4,4,4,5,3,4,5,5,1,5,1,5,4,1,4,1,2,5,3,4,3,4,5,4,5,5,2,5
"846",4,4,2,2,4,4,4,4,4,4,4,4,3,2,4,2,4,2,4,4,4,4,3,4,2,4,3,4,4,4
"847",4,4,4,5,4,5,2,5,2,2,2,5,1,4,5,4,2,4,2,4,5,2,5,2,5,1,5,2,1,5
"848",5,4,4,2,2,4,4,4,4,4,2,2,4,2,3,1,2,2,4,4,4,4,4,4,2,4,2,4,4,4
"849",5,4,4,3,4,4,2,4,3,2,3,4,1,3,5,3,2,3,2,2,4,4,4,3,4,3,3,3,4,4
"850",4,4,5,2,5,2,4,4,5,4,2,1,5,2,2,1,4,2,4,2,4,5,1,4,1,5,1,5,4,3
"851",5,5,5,5,1,5,2,5,2,3,1,5,1,5,5,5,5,3,5,5,5,1,5,4,5,5,5,1,4,2
"852",5,3,4,5,5,4,3,5,2,2,4,5,1,5,5,5,1,4,2,3,5,1,5,2,5,1,5,4,2,4
"853",5,4,5,4,5,5,1,4,2,1,5,4,1,4,5,5,1,5,1,1,5,2,5,4,5,4,4,2,5,2
"854",4,5,4,1,5,5,2,1,1,1,2,1,5,1,1,1,5,1,1,2,2,5,1,4,1,5,1,5,5,2
"855",5,4,4,4,4,4,2,5,4,1,4,5,1,2,4,4,4,4,2,2,4,4,3,2,5,5,4,2,4,4
"856",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,5,4,1,5,5,5,5,5,5,1
"857",5,5,5,1,4,5,5,5,5,5,2,1,2,5,1,1,1,5,5,1,5,5,3,5,4,4,5,1,5,1
"858",5,5,4,5,5,5,5,5,5,5,4,4,1,1,5,1,5,5,2,4,5,5,4,5,5,4,4,4,2,5
"859",4,5,4,2,4,5,1,1,4,2,2,1,4,1,1,2,4,2,4,2,1,4,2,4,4,5,4,4,4,1
"860",3,5,1,1,3,1,1,1,3,5,3,1,5,3,3,3,4,3,3,3,1,5,3,5,1,5,3,3,5,3
"861",5,4,4,4,4,5,2,4,4,2,2,3,2,2,4,2,2,4,2,5,4,2,4,2,4,4,4,4,2,4
"862",5,5,5,4,5,4,1,4,2,2,5,5,1,4,5,5,1,4,2,2,4,2,5,2,4,4,4,2,4,4
"863",4,4,3,3,4,4,3,4,4,2,4,2,2,2,2,2,3,2,4,4,4,3,4,4,4,4,3,4,4,3
"864",4,5,NA,1,NA,3,2,5,4,NA,NA,3,2,NA,3,2,4,NA,4,1,5,5,NA,5,5,4,3,4,5,2
"865",4,5,4,1,5,1,4,1,4,4,5,1,5,1,2,2,4,2,5,4,1,5,1,5,2,5,2,5,4,1
"866",4,4,4,2,4,4,4,4,4,2,2,2,5,2,4,2,2,4,4,2,4,3,3,4,4,4,4,5,4,2
"867",1,1,5,1,1,5,1,1,1,3,1,5,5,1,5,3,5,3,1,5,1,5,1,5,1,5,5,5,5,1
"868",4,4,5,1,4,4,4,2,5,5,4,2,5,1,1,2,4,1,5,5,2,5,1,5,2,5,3,4,5,4
"869",5,4,2,4,4,5,2,5,2,4,4,3,1,2,5,4,2,4,1,2,4,5,4,5,5,2,5,2,1,5
"870",4,4,4,5,5,5,1,4,2,1,2,5,2,4,5,5,1,4,1,1,5,4,4,2,5,4,5,1,5,2
"871",4,4,4,4,4,3,1,5,3,2,4,2,2,3,4,4,2,3,2,2,4,4,4,4,4,4,4,4,4,2
"872",4,4,5,4,5,5,1,4,2,1,5,5,5,5,5,5,3,4,2,2,5,3,5,2,5,2,5,2,5,1
"873",2,2,2,1,2,4,2,2,2,2,4,4,5,1,1,4,4,2,4,4,1,5,1,4,2,5,2,4,4,4
"874",5,5,5,4,4,5,4,5,5,5,4,5,1,2,5,4,2,2,2,2,5,2,5,4,5,4,5,5,2,4
"875",5,5,2,1,2,2,4,2,5,2,2,2,5,1,3,1,5,1,4,5,2,5,1,5,2,5,2,4,4,3
"876",4,4,2,1,2,4,2,3,5,2,5,2,2,1,2,2,2,4,2,4,4,5,1,4,4,4,4,4,5,3
"877",5,4,5,5,5,5,1,3,1,1,5,5,1,5,5,5,1,5,1,1,5,1,5,1,5,1,4,1,4,5
"878",4,4,4,2,2,4,2,4,4,4,4,4,4,2,4,4,4,2,2,2,4,4,3,4,4,4,2,3,2,4
"879",5,4,4,5,4,5,2,4,2,2,4,4,1,3,5,4,1,2,4,2,4,2,4,2,4,2,4,2,4,4
"880",4,5,2,1,4,1,2,1,5,5,4,2,5,1,2,2,4,2,5,4,1,4,1,5,1,5,2,2,4,3
"881",5,5,2,3,4,5,5,5,5,4,3,1,2,2,1,1,4,1,5,4,1,5,1,5,4,5,2,5,5,4
"882",5,5,2,5,5,5,2,4,4,2,2,5,1,2,5,4,4,2,1,4,4,2,5,2,5,1,5,2,4,4
"883",5,5,5,3,1,2,4,5,5,5,4,1,5,1,2,1,4,2,4,5,5,4,4,5,4,5,2,4,4,4
"884",4,1,5,1,5,4,1,4,1,4,4,4,2,4,5,5,1,4,2,1,4,2,4,4,4,2,3,4,4,2
"885",5,5,4,4,5,5,4,5,4,2,2,5,1,4,5,4,2,2,2,2,5,2,5,2,5,2,5,1,2,4
"886",5,5,2,5,2,4,4,5,5,4,2,5,1,5,5,2,2,2,2,5,5,1,5,2,5,2,5,2,1,5
"887",1,1,4,1,2,3,1,1,3,3,4,1,5,1,2,3,3,4,2,1,1,5,1,4,1,5,1,4,5,1
"888",4,4,2,2,2,4,4,5,4,2,2,5,2,2,4,2,4,2,4,4,4,5,2,4,4,4,4,2,4,4
"889",5,5,2,5,2,4,5,5,5,4,2,2,1,2,5,1,5,1,4,5,5,1,5,4,5,4,2,4,2,4
"890",2,1,3,2,4,4,2,3,2,2,2,3,3,1,5,3,2,5,3,1,3,4,2,4,2,4,3,2,4,3
"891",5,5,4,2,4,4,1,5,4,1,2,4,1,1,4,4,2,4,1,1,4,4,5,4,5,4,2,2,5,2
"892",2,4,2,2,2,2,2,2,4,4,2,2,5,2,2,2,2,4,3,2,1,4,4,5,1,4,2,2,4,2
"893",4,4,4,2,3,2,4,3,4,2,4,3,4,2,2,2,2,4,4,4,3,4,3,4,2,4,2,4,5,2
"894",4,5,4,1,4,1,4,1,5,5,4,1,5,1,1,1,4,1,4,2,1,5,1,5,1,5,2,4,5,2
"895",4,4,5,5,5,5,1,5,2,2,4,5,1,4,5,5,1,4,1,2,4,1,5,4,5,1,5,1,4,3
"896",4,4,3,5,5,3,2,4,4,2,3,3,3,3,3,4,2,4,3,2,3,4,3,4,3,4,3,2,2,3
"897",5,4,4,5,5,5,1,5,2,2,4,5,1,4,5,5,1,4,1,2,5,1,5,2,5,3,5,1,4,4
"898",4,5,4,5,4,5,2,5,5,3,2,1,5,4,5,4,2,NA,4,2,5,5,4,5,4,4,NA,5,2,4
"899",4,3,2,1,4,4,4,3,5,2,4,5,4,5,5,2,1,2,2,2,4,5,2,4,5,4,4,2,4,2
"900",4,5,2,4,2,1,4,4,4,2,2,2,4,2,3,1,4,2,4,4,2,5,1,4,2,4,2,4,4,4
"901",5,5,4,2,4,4,4,4,4,4,4,2,4,2,2,2,4,2,4,4,4,4,2,4,4,4,2,4,4,4
"902",4,4,5,1,4,2,2,5,2,4,4,4,4,2,3,4,4,4,2,2,5,3,1,4,4,4,4,4,2,4
"903",3,1,5,5,5,5,1,5,2,2,3,5,1,5,5,5,2,5,1,1,5,3,5,3,5,3,5,1,1,4
"904",4,5,4,1,5,2,1,2,5,4,4,2,5,1,3,3,1,5,4,4,1,5,1,5,2,5,4,1,5,1
"905",4,4,2,4,4,4,2,5,4,2,3,4,2,3,4,4,2,4,2,2,4,4,4,2,4,3,4,2,3,4
"906",5,4,5,4,4,5,1,5,1,5,5,5,1,4,5,5,2,2,1,4,4,1,5,2,5,4,5,1,1,5
"907",4,4,4,1,4,4,4,4,4,2,4,2,4,4,2,3,4,2,4,2,4,5,2,4,4,4,4,4,4,2
